Name,Price,Publisher,Date of Release,Category,Age Rating,Actual_size,Date
Amazon Landscapes PR,1.0,Microsoft Corporation,2020-05-01,Personalization  >  Themes,3.0,16.8,Friday
Canon Inkjet Smart C,1.0,Canon Inc.,2021-03-29,Utilities & tools,3.0,47.7,Monday
Digital Diary,1.0,Abhinav Varma,2012-11-12,Utilities & tools,3.0,2.82,Monday
Hinglish to Hindi,1.0,zFunx,2015-06-07,Books & reference  >  Reference,3.0,1.32,Sunday
Stunning Waterfalls ,1.0,Microsoft Corporation,2019-12-18,Personalization  >  Themes,3.0,23.38,Wednesday
Remote Mouse,1.0,Remote Mouse Team,2019-07-31,Productivity,3.0,6.51,Wednesday
"Thop TV - Videos, Mu",1.0,Tubemate YouTube,2020-12-18,Entertainment,3.0,39.34,Friday
One Photo Viewer,1.0,Elliptic Phenomena,2018-05-23,Photo & video,3.0,5.31,Wednesday
TuneIn Radio,1.0,TuneIn,2011-02-23,Music,12.0,58.16,Wednesday
Pride 2019,1.0,Microsoft Corporation,2019-05-14,Personalization  >  Themes,3.0,10.39,Tuesday
NetTV Plus,1.0,NetTVPlus,2017-05-26,Entertainment,7.0,35.97,Friday
Microsoft Emulator,1.0,Microsoft Corporation,2019-10-29,Developer tools  >  Utilities,3.0,28.82,Tuesday
Karaoke One,1.0,Lisari s.r.l.,2016-09-10,Music,12.0,62.25,Saturday
Bamboo Paper,1.0,Wacom Europe GmbH,2014-07-21,Productivity,3.0,89.75,Monday
Theme Store,1.0,chengcong,2017-05-04,Personalization  >  Themes,12.0,181.48,Thursday
Screenshot - Screen ,1.0,"Wuhan Net Power Technology Co., Ltd",2020-08-05,Photo & video,3.0,22.48,Wednesday
Monsoons,1.0,Microsoft Corporation,2020-03-05,Personalization  >  Themes,3.0,3.82,Thursday
VideoPad Video Edito,1.0,NCH Software,2018-05-17,Photo & video,3.0,60.64,Thursday
QuickLook,1.0,Paddy Xu,2017-07-18,Productivity,3.0,124.66,Tuesday
Vintage Motorcycles ,1.0,Microsoft Corporation,2019-10-02,Personalization  >  Themes,3.0,9.25,Wednesday
Desktop Gadgets,1.0,Chan Software Solutions,2021-02-16,Personalization,3.0,152.11,Tuesday
Screen Recorder+,1.0,Mobility in Life applications,2020-09-08,Productivity,3.0,205.19,Tuesday
Voice Changer-Game V,1.0,"Wuhan Net Power Technology Co., Ltd",2021-02-24,Personalization  >  Ringtones & sounds,3.0,6.69,Wednesday
WiFi QR Code Scanner,1.0,"Wuhan Net Power Technology Co., Ltd",2021-02-24,Personalization  >  Ringtones & sounds,3.0,6.69,Wednesday
CyberLink PowerDirec,1.0,CyberLink Corp.,2021-04-26,Photo & video,3.0,1310.0,Monday
Real PDF Creator for,1.0,Xiaoya Lab,2021-01-08,Productivity,3.0,75.22,Friday
Nahimic,1.0,A-Volute,2017-10-27,Entertainment,3.0,101.74,Friday
PDF Merger & Splitte,1.0,"AnywaySoft, Inc.",2019-10-16,Business  >  File management,3.0,32.2,Wednesday
Wish You Were Here P,1.0,Microsoft Corporation,2019-12-21,Personalization  >  Themes,3.0,29.32,Saturday
"Journal, a Microsoft",1.0,Microsoft Corporation,2021-01-08,Productivity,3.0,320.81,Friday
Screen Recorder for ,1.0,screen recorder app,2021-07-02,Photo & video,3.0,5.83,Friday
SnapTube Converter,1.0,LE KHANH HOA,2021-08-11,Music,12.0,5.85,Wednesday
Stock Desktop Widget,1.0,Flogard Services,2020-08-06,Personal finance  >  Banking & investments,3.0,292.86,Thursday
ePathshala,1.0,National Council of Educational Research&Training,2016-01-27,Education,7.0,17.33,Wednesday
Desktop Live Wallpap,1.0,Mobility in Life applications,2019-12-18,Personalization  >  Wallpaper & lock screens,3.0,206.12,Wednesday
Racing Xtreme Airbor,1.0,Super Magic Kingdom Games,2020-06-28,Entertainment,3.0,20.2,Sunday
MSI Center,1.0,"MICRO-STAR INTERNATIONAL CO., LTD",2020-11-12,Utilities & tools  >  Backup & manage,3.0,632.64,Thursday
The Northern Lights,1.0,Microsoft Corporation,2017-08-01,Personalization  >  Themes,3.0,11.1,Tuesday
Corel PaintShop Pro,1.0,Corel Corporation,2019-10-24,Photo & video,3.0,1580.0,Thursday
Kiran's Typing Tutor,1.0,Kiran Software Ltd,2020-01-15,Education  >  Instructional tools,3.0,28.09,Wednesday
Windows Terminal Pre,1.0,Microsoft Corporation,2020-05-19,Developer tools  >  Utilities,3.0,33.23,Tuesday
WordPress.com,1.0,"Automattic, Inc.",2021-06-21,Social,12.0,204.79,Monday
Python 3.8,1.0,Python Software Foundation,2018-12-18,Developer tools  >  Development kits,3.0,101.93,Tuesday
PS Photo Editor,1.0,"Wuhan Net Power Technology Co., Ltd",2020-06-30,Photo & video,3.0,21.96,Tuesday
Azure VPN Client,1.0,Microsoft Corporation,2019-04-20,Productivity,3.0,3.47,Saturday
Piano 10,1.0,JEFBCreating,2012-11-19,Music,3.0,54.32,Monday
Screenshot Snipping ,1.0,Queenloft,2016-12-07,Utilities & tools,3.0,41.86,Wednesday
Power BI,1.0,Microsoft Corporation,2015-03-03,Business  >  Data & analytics,3.0,144.91,Tuesday
Ultimate Photo Edito,1.0,Photo Cool Apps,2018-09-24,Photo & video,3.0,73.05,Monday
X Live Wallpaper,1.0,CoolLeGet Inc,2021-01-21,Productivity,3.0,1190.0,Thursday
National Geographic ,1.0,Microsoft Corporation,2019-10-08,Personalization  >  Themes,3.0,34.52,Tuesday
Paint,1.0,Microsoft Corporation,2020-11-18,Entertainment,3.0,9.87,Wednesday
Cactus Flowers,1.0,Microsoft Corporation,2020-04-07,Personalization  >  Themes,3.0,19.88,Tuesday
iDownload Manager (i,1.0,Optimilia Studios,2018-03-26,Utilities & tools,3.0,95.57,Monday
Torrent Manager,1.0,Yellow Elephant Productions,2020-06-23,Utilities & tools,3.0,41.03,Tuesday
HyperX NGENUITY (Bet,1.0,Kingston Digital Inc.,2018-12-06,Utilities & tools,3.0,151.3,Thursday
VitalSource Bookshel,1.0,VitalSource Technologies Inc,2017-05-09,Education  >  Books & reference,3.0,132.57,Tuesday
Transitions DJ,1.0,Apollo Vibes LLC,2016-11-16,Music,12.0,43.41,Wednesday
7-Zip file archiver,1.0,EcomQ,2020-11-12,Utilities & tools  >  File managers,3.0,5.43,Thursday
TubeMate VidMat Down,1.0,Tubemate YouTube,2021-02-04,Photo & video,12.0,34.37,Thursday
Forest Grow – Motiva,1.0,Entertainment Zone LLC,2021-07-27,Entertainment,3.0,244.55,Tuesday
Vmate Utube Download,1.0,Video Music Best,2020-11-24,Entertainment,12.0,35.05,Tuesday
Light in Darkness,1.0,Microsoft Corporation,2017-11-28,Personalization  >  Themes,3.0,21.08,Tuesday
Feedback Hub,1.0,Microsoft Corporation,2016-05-13,Utilities & tools,12.0,35.02,Friday
Daily Desktop Wallpa,1.0,Vbfnet Apps,2016-08-01,Personalization  >  Wallpaper & lock screens,3.0,30.34,Monday
Microsoft Defender A,1.0,Microsoft Corporation,2018-10-22,Security  >  PC protection,3.0,724.0,Monday
Free Virtual Keyboar,1.0,Comfort Software Group,2017-07-08,Productivity,3.0,2.44,Saturday
Foxit PhantomPDF,1.0,Foxit Software Inc.,2018-04-24,Productivity,3.0,1640.0,Tuesday
Laptop Speed Typing,1.0,Zoom Apps,2020-09-07,Productivity,3.0,64.04,Monday
The Solar Eclipse,1.0,Microsoft Corporation,2019-05-22,Personalization  >  Themes,3.0,13.14,Wednesday
Pic Collage,1.0,Cardinal Blue Software,2015-08-03,Photo & video,3.0,34.98,Monday
Galaxy Buds,1.0,Samsung Electronics Co. Ltd.,2021-04-05,Utilities & tools,3.0,51.29,Monday
Georgia Pro,1.0,Microsoft Corporation,2017-12-11,Personalization  >  Fonts,3.0,3.06,Monday
Swayam,1.0,AICTE-SWAYAM,2016-09-30,Education  >  Instructional tools,3.0,23.96,Friday
Master Of Typing For,1.0,Improvisionapps,2020-06-30,Education,3.0,42.86,Tuesday
Flipboard,1.0,Flipboard,2013-11-15,News & weather  >  News,3.0,2.9,Friday
Network Speed Test,1.0,Microsoft Research,2013-07-02,Utilities & tools,3.0,98.04,Tuesday
Bluetooth File Trans,1.0,Medieval Software,2016-01-20,Utilities & tools  >  File managers,3.0,4.85,Wednesday
Stopwatch + Timer,1.0,asdf3333,2012-02-01,Utilities & tools,3.0,27.09,Wednesday
PUBG Guidebook,1.0,RollerNiGi,2018-02-12,Books & reference,3.0,25.5,Monday
WeChat For Windows,1.0,Tencent WeChat Limited,2016-08-22,Social,12.0,123.46,Monday
Up in the Sky,1.0,Microsoft Corporation,2018-12-01,Personalization  >  Themes,3.0,11.41,Saturday
What Next PREMIUM,1.0,Microsoft Corporation,2019-12-23,Personalization  >  Themes,3.0,11.74,Monday
Intel® Optane™ Memor,1.0,INTEL CORP,2017-12-04,Productivity,3.0,30.94,Monday
Autumn in Sweden,1.0,Microsoft Corporation,2018-09-17,Personalization  >  Themes,3.0,11.41,Monday
Zip Rar Extractor 20,1.0,HLXB,2020-04-12,Utilities & tools,3.0,29.68,Sunday
Blue Mail - Email & ,1.0,Blix Inc,2019-06-06,Productivity,12.0,236.79,Thursday
Springtime Art,1.0,Microsoft Corporation,2019-02-21,Personalization  >  Themes,3.0,12.85,Thursday
Wildflowers PREMIUM,1.0,Microsoft Corporation,2020-02-10,Personalization  >  Themes,3.0,23.59,Monday
"PHOTO RESIZER: CROP,",1.0,Z Mobile Apps,2019-02-04,Photo & video,3.0,64.71,Monday
Dark Skies by Tracy ,1.0,Microsoft Corporation,2016-12-09,Personalization  >  Themes,3.0,8.03,Friday
HEIC to JPEG (FREE),1.0,Duckhead Software,2020-06-29,Productivity,3.0,203.86,Monday
Indian Wildlife by M,1.0,Microsoft Corporation,2016-12-12,Personalization  >  Themes,3.0,14.49,Monday
BeWidgets,1.0,BeXCool,2021-09-30,Productivity,3.0,11.16,Thursday
Trains on Bridges PR,1.0,Microsoft Corporation,2019-12-10,Personalization  >  Themes,3.0,32.64,Tuesday
Baffin Island Expedi,1.0,Microsoft Corporation,2017-10-20,Personalization  >  Themes,3.0,12.12,Friday
Json Formatter Pro,1.0,Utilities Tools,2018-04-17,Utilities & tools  >  File managers,3.0,26.82,Tuesday
PDF Converter: conve,1.0,"AnywaySoft, Inc.",2019-10-10,Utilities & tools,3.0,26.79,Thursday
Sticky Notes - Post ,1.0,Logan K,2018-08-14,Productivity,3.0,7.76,Tuesday
Meteor Showers,1.0,Microsoft Corporation,2018-06-15,Personalization  >  Themes,3.0,15.57,Friday
Bridges in Autumn,1.0,Microsoft Corporation,2017-10-20,Personalization  >  Themes,3.0,18.6,Friday
Bixby,1.0,Samsung Electronics Co. Ltd.,2021-10-05,Utilities & tools,3.0,95.8,Tuesday
Advanced English Dic,1.0,Cosmos Chong,2012-10-15,Books & reference  >  Reference,3.0,28.08,Monday
Windows Throwback,1.0,Microsoft Corporation,2019-07-01,Personalization  >  Themes,3.0,10.97,Monday
"YuppTV - LiveTV, Cat",1.0,YuppTV USA Inc,2015-09-29,Entertainment,12.0,17.65,Tuesday
Gears POP! Wallpaper,1.0,Microsoft Corporation,2019-10-14,Personalization  >  Themes,3.0,22.08,Monday
Learn Hindi Typing i,1.0,MyStyle Apps,2018-07-24,Utilities & tools,3.0,40.15,Tuesday
My Talking Cat,1.0,Free Fun Games - zombie racing shooter,2019-08-14,Kids & family  >  Entertainment,3.0,32.05,Wednesday
Collage Maker - Phot,1.0,Photo Cool Apps,2018-06-12,Photo & video,3.0,86.08,Tuesday
Video Volume Booster,1.0,韵华软件,2020-02-17,Photo & video,3.0,31.85,Monday
Ebook Reader : TXT/E,1.0,"Wuhan Net Power Technology Co., Ltd",2021-04-28,Utilities & tools,3.0,26.52,Wednesday
Thumbnail Maker for ,1.0,Best Game Studio,2019-09-05,Entertainment,3.0,60.25,Thursday
Winding Roads PREMIU,1.0,Microsoft Corporation,2019-11-18,Personalization  >  Themes,3.0,29.9,Monday
Cover - Comic reader,1.0,French Fry,2013-11-22,Books & reference  >  E-reader,3.0,31.6,Friday
Image editor 10,1.0,韵华软件,2018-02-02,Photo & video,3.0,31.51,Friday
Quiklrn,1.0,Quiklrn,2017-12-26,Education  >  Books & reference,3.0,54.98,Tuesday
File Viewer Plus,1.0,Sharpened Productions,2017-10-07,Productivity,3.0,286.05,Saturday
Wacom Notes,1.0,Wacom Europe GmbH,2020-03-31,Productivity,3.0,44.73,Tuesday
Classic Cars PREMIUM,1.0,Microsoft Corporation,2019-09-27,Personalization  >  Themes,3.0,9.55,Friday
Racing Horizon Nitro,1.0,BitMango Games Inc.,2019-06-03,Entertainment,3.0,142.29,Monday
World Clock - Time Z,1.0,TIME AND DATE AS,2013-01-17,Productivity,3.0,9.31,Thursday
"9 ZIP - open rar, zi",1.0,Magik Hub,2015-09-09,Utilities & tools,3.0,29.65,Wednesday
Hitting the Road,1.0,Microsoft Corporation,2018-05-11,Personalization  >  Themes,3.0,16.96,Friday
A Moment of Hygge PR,1.0,Microsoft Corporation,2019-10-04,Personalization  >  Themes,3.0,7.31,Friday
Inkodo,1.0,Giuapps,2016-07-18,Productivity,3.0,46.07,Monday
Blender 2.83 LTS,1.0,Blender Foundation,2020-08-13,Multimedia design,3.0,424.48,Thursday
C Programming,1.0,RUPINDER,2014-01-24,Education,12.0,2.03,Friday
Explore Excel,1.0,Clever Brands,2016-08-10,Business,3.0,112.34,Wednesday
edjing 5: DJ turntab,1.0,DJiT,2013-06-20,Music,3.0,42.98,Thursday
Snowy Mountains,1.0,Microsoft Corporation,2018-12-01,Personalization  >  Themes,3.0,13.5,Saturday
Chilly Morning,1.0,Microsoft Corporation,2019-12-11,Personalization  >  Themes,3.0,4.91,Wednesday
Quick VPN: Free Prox,1.0,Augi Apps,2020-11-24,Utilities & tools,3.0,5.46,Tuesday
Intel® Graphics Comm,1.0,INTEL CORP,2019-08-13,Business,3.0,124.98,Tuesday
Pixlr X - Quick and ,1.0,Inmagine Lab Pte Ltd,2021-06-02,Multimedia design  >  Illustration & graphic design,3.0,1.18,Wednesday
Any Word to PDF: con,1.0,"AnywaySoft, Inc.",2019-09-24,Business  >  File management,3.0,27.02,Tuesday
Laptop Typing Practi,1.0,"AnywaySoft, Inc.",2019-09-24,Business  >  File management,3.0,27.02,Tuesday
Cosmic Beauty,1.0,Microsoft Corporation,2017-08-10,Personalization  >  Themes,3.0,13.34,Thursday
Videotape - A modern,1.0,Villagra Labs,2018-07-11,Photo & video,3.0,65.54,Wednesday
Bending Light PREMIU,1.0,Microsoft Corporation,2020-03-06,Personalization  >  Themes,3.0,8.55,Friday
Pixlr E,1.0,Inmagine Lab Pte Ltd,2021-06-16,Photo & video,3.0,1024.0,Wednesday
f.lux,1.0,F.lux Software LLC,2017-05-05,Health & fitness,3.0,2.71,Friday
Forest for the Trees,1.0,Microsoft Corporation,2017-08-21,Personalization  >  Themes,3.0,28.85,Monday
LINE,1.0,LINE Corporation,2012-06-10,Social,3.0,124.62,Sunday
Learn Typing in 1 Ho,1.0,MyStyle Apps,2018-06-06,Utilities & tools,3.0,46.45,Wednesday
Zoho Books - GST Acc,1.0,Zoho Corp,2014-04-29,Business  >  Accounting & finance,3.0,73.7,Tuesday
Hinkhoj Hindi Englis,1.0,VISHISHT INFOLABS (OPC) PRIVATE LIMITED,2014-01-16,Education,3.0,21.71,Thursday
Movie Maker & Video ,1.0,Kingloft,2019-01-03,Photo & video,3.0,162.82,Thursday
Media Player X - Wit,1.0,CoolLeGet Inc,2020-11-03,Photo & video,3.0,307.52,Tuesday
GoPro Player,1.0,GoPro,2020-09-02,Photo & video,3.0,11.91,Wednesday
Take a Moment PREMIU,1.0,GoPro,2020-09-02,Photo & video,3.0,11.91,Wednesday
Passport Size Photo ,1.0,Z Mobile Apps,2020-06-19,Photo & video,3.0,79.61,Friday
Display Brightness C,1.0,Device Apps,2017-07-04,Utilities & tools,3.0,17.22,Tuesday
MP3 Player - Music P,1.0,Best Game Studio,2019-10-22,Music,3.0,33.02,Tuesday
Video clip-Video edi,1.0,"Wuhan Net Power Technology Co., Ltd",2021-02-02,Utilities & tools,3.0,310.98,Tuesday
File Downloader,1.0,"Wuhan Net Power Technology Co., Ltd",2021-02-02,Utilities & tools,3.0,310.98,Tuesday
Fresh Paint,1.0,Microsoft Corporation,2012-05-25,Entertainment,3.0,123.92,Friday
360 Total Security,1.0,Beijing Qihoo Technology Company Limited,2015-09-23,Security  >  PC protection,3.0,16.4,Wednesday
KDE Connect,1.0,KDE e.V.,2021-06-23,Productivity,3.0,419.99,Wednesday
Keep Notes: OneKeep ,1.0,Sid Go,2018-01-26,Productivity,3.0,45.36,Friday
Any VPN: Free Unmete,1.0,"AnywaySoft, Inc.",2020-01-23,Security  >  Personal security,3.0,27.81,Thursday
AnyConnect,1.0,Cisco Systems,2014-04-10,Business,3.0,12.71,Thursday
Sketch Board,1.0,Yu-weiz,2012-02-18,Productivity,3.0,43.82,Saturday
Cool Screen Recorder,1.0,Media Life,2020-04-20,Photo & video,3.0,72.4,Monday
Video Cutter & Compr,1.0,Mixilab,2016-01-21,Photo & video,3.0,11.86,Thursday
Beach Glow,1.0,Microsoft Corporation,2020-01-10,Personalization  >  Themes,3.0,5.0,Friday
WavePad Audio Editor,1.0,NCH Software,2018-04-09,Multimedia design  >  Music production,3.0,49.62,Monday
NoteLedge - Notes & ,1.0,Kdan Mobile Software Ltd.,2017-01-20,Productivity,3.0,235.06,Friday
Lovely Cake Master,1.0,Joy Journey,2018-07-21,Kids & family  >  Entertainment,3.0,61.67,Saturday
PowerPom - Pomodoro ,1.0,Joy Journey,2018-07-21,Kids & family  >  Entertainment,3.0,61.67,Saturday
Music Player - MP3 A,1.0,Picture Perfect Apps,2017-09-25,Music,3.0,29.98,Monday
Free MP3 Cutter Join,1.0,dvdvideomedia,2018-11-13,Multimedia design  >  Music production,3.0,9.09,Tuesday
All Language Transla,1.0,Message Service,2019-06-04,Utilities & tools  >  File managers,3.0,20.96,Tuesday
.Clocks,1.0,Hereafter2,2018-09-12,Utilities & tools,3.0,32.32,Wednesday
WinDbg Preview,1.0,Microsoft Corporation,2017-08-28,Developer tools  >  Development kits,3.0,235.56,Monday
Inkscape,1.0,Inkscape,2017-05-02,Multimedia design  >  Illustration & graphic design,3.0,546.55,Tuesday
World of Bamboo PREM,1.0,Microsoft Corporation,2020-03-06,Personalization  >  Themes,3.0,20.91,Friday
alfacast screen mirr,1.0,Roman Shpuntov,2020-04-24,Photo & video,12.0,42.84,Friday
An African Safari,1.0,Microsoft Corporation,2019-03-08,Personalization  >  Themes,3.0,24.29,Friday
"Open jpg, zip, rar, ",1.0,PDF reader apps,2019-08-01,Productivity,3.0,1210.0,Thursday
Move Mouse,1.0,ellabi,2017-06-15,Productivity,3.0,21.48,Thursday
The Times of India,1.0,"Times Internet, Limited",2011-12-28,News & weather  >  News,16.0,3.32,Wednesday
Lake Baikal,1.0,Microsoft Corporation,2019-09-24,Personalization  >  Themes,3.0,14.65,Tuesday
Thumbnail Maker & Ba,1.0,Kingloft,2018-05-04,Photo & video,3.0,116.32,Friday
Hotspot VPN - Best F,1.0,IFreeNet Inc,2018-06-28,Business  >  Sales & marketing,3.0,7.91,Thursday
Fitbit,1.0,Fitbit,2012-12-07,Health & fitness,3.0,211.79,Friday
Any PDF to JPG: pdf ,1.0,"AnywaySoft, Inc.",2019-08-02,Utilities & tools,3.0,26.14,Friday
Sun and Sand PREMIUM,1.0,Microsoft Corporation,2019-12-09,Personalization  >  Themes,3.0,29.27,Monday
Sway,1.0,Microsoft Corporation,2015-07-09,Productivity,3.0,83.07,Thursday
Nightstand Analog Cl,1.0,Martin Zikmund,2013-02-24,Lifestyle,3.0,93.77,Sunday
Colors of the Rainbo,1.0,Microsoft Corporation,2018-05-11,Personalization  >  Themes,3.0,16.25,Friday
ShowKeyPlus,1.0,Superfly Inc.,2018-07-18,Utilities & tools  >  Backup & manage,3.0,15.92,Wednesday
XLSX Viewer Free,1.0,pauljohn,2018-01-30,Utilities & tools  >  File managers,3.0,11.5,Tuesday
Logo +,1.0,"Wuhan Net Power Technology Co., Ltd",2020-11-25,Multimedia design  >  Illustration & graphic design,3.0,165.37,Wednesday
ShareX,1.0,ShareX Team,2017-05-23,Utilities & tools,3.0,87.49,Tuesday
Images To PDF Maker,1.0,GalaxyApps,2018-07-09,Productivity,3.0,53.49,Monday
Sweet Selfie HD Came,1.0,Fruit Candy,2018-09-20,Photo & video,3.0,73.77,Thursday
Desert Beauty PREMIU,1.0,Microsoft Corporation,2020-04-07,Personalization  >  Themes,3.0,16.53,Tuesday
Shapr3D,1.0,Shapr3D,2019-08-13,Productivity,3.0,711.43,Tuesday
Beauty & Filter Came,1.0,Sandpiper Studio,2021-02-11,Photo & video,3.0,69.11,Thursday
Media Player,1.0,Yellow Elephant Productions,2017-09-21,Photo & video,12.0,69.04,Thursday
Aerial Beaches PREMI,1.0,Microsoft Corporation,2019-10-29,Personalization  >  Themes,3.0,14.25,Tuesday
AV Cast,1.0,HDW Production,2014-09-06,Music,3.0,30.3,Saturday
Scanner for Windows ,1.0,Simon Knuth,2019-11-14,Utilities & tools,3.0,37.76,Thursday
Wi-Fi Transfer,1.0,Samsung Electronics Co. Ltd.,2016-01-21,Utilities & tools  >  Backup & manage,3.0,19.58,Thursday
Screen Recorder For ,1.0,Fine-Grain Studio,2021-05-17,Multimedia design  >  Photo & video production,3.0,77.95,Monday
Fantastical Fantasy,1.0,Microsoft Corporation,2018-07-19,Personalization  >  Themes,3.0,18.51,Thursday
Anatomy 3D Atlas,1.0,Catfish Animation Studio S.r.l.,2020-02-14,Medical,3.0,1027.54,Friday
Face Camera Snappy P,1.0,Cidade,2016-06-14,Photo & video,3.0,62.44,Tuesday
DreamPlan Home Desig,1.0,NCH Software,2019-07-29,Multimedia design,3.0,28.82,Monday
PDF to Word Converte,1.0,FirePDF,2017-07-13,Utilities & tools  >  File managers,3.0,55.15,Thursday
"Radio: Live FM AM, M",1.0,Good Media Group,2018-11-26,Music,12.0,27.1,Monday
Fashion Design Sketc,1.0,Pocketart.studio,2020-12-15,Lifestyle  >  Style & fashion,3.0,138.98,Tuesday
Speed Test - Free In,1.0,Blusky Software Inc.,2019-12-12,Utilities & tools,3.0,28.06,Thursday
Dogs and Cats,1.0,Microsoft Corporation,2020-01-09,Personalization  >  Themes,3.0,2.87,Thursday
Paint By Number - Co,1.0,Sandpiper Studio,2021-05-28,Entertainment,3.0,136.32,Friday
Data Usage,1.0,smart_Apps,2013-01-31,Utilities & tools,3.0,5.62,Thursday
Video compressor & T,1.0,Fruit Candy,2017-06-29,Photo & video,3.0,18.29,Thursday
River Delta PREMIUM,1.0,Microsoft Corporation,2019-11-27,Personalization  >  Themes,3.0,35.97,Wednesday
Rufus,1.0,Akeo Consulting,2020-12-22,Utilities & tools,3.0,3.77,Tuesday
"Draw PDF - edit, rea",1624.0,Idealpandaapps,2021-03-22,Productivity,3.0,50.41,Monday
Smart VPN: Proxy,1.0,Prispiii,2019-06-03,Security,3.0,5.07,Monday
Image-Viewer,1.0,Get-the-solution,2020-08-27,Photo & video,3.0,27.44,Thursday
Kahoot! Create,1.0,Kahoot! AS,2017-03-17,Education  >  Instructional tools,3.0,848.0,Friday
Mi Blaze Unlock,1.0,"Timi Personal Computing Co.,Ltd",2016-11-07,Security  >  Personal security,3.0,30.24,Monday
AirServer Windows 10,1.0,App Dynamic ehf.,2016-09-16,Entertainment,3.0,101.27,Friday
Sights of Russia,1.0,Microsoft Corporation,2018-06-15,Personalization  >  Themes,3.0,16.52,Friday
Volumey,1.0,StasG,2020-10-18,Productivity,3.0,138.2,Sunday
Desipad,1.0,Shailesh Kumar Shivakumar,2012-10-06,Utilities & tools,3.0,315.62,Saturday
Monitorian,1.0,emoacht,2017-02-21,Utilities & tools,3.0,1.02,Tuesday
Beautiful Norway,1.0,Microsoft Corporation,2018-04-23,Personalization  >  Themes,3.0,15.0,Monday
Rambling Pathways,1.0,Microsoft Corporation,2017-12-05,Personalization  >  Themes,3.0,14.82,Tuesday
Resume Maker Free,1.0,Individual Software Inc.,2014-12-22,Productivity,3.0,69.54,Monday
